Seed,Dataset,Sample_ID,Control_Absolute_Error,Weighted_Absolute_Error,Absolute_Error_Reduction,Weighted_Improved
11,Validation,randomness_0.7888,0.0038210665807127953,0.0037403618916869164,8.07046890258789e-05,True
11,Validation,randomness_0.8118,0.0034289127215743065,0.0035364599898457527,-0.00010754726827144623,False
11,Validation,randomness_0.8318,0.002781044924631715,0.002640830585733056,0.00014021433889865875,True
11,Validation,randomness_0.8398,0.0007835021242499352,0.0005975188687443733,0.00018598325550556183,True
11,Validation,randomness_0.8418,0.001273302361369133,0.0016094055026769638,-0.0003361031413078308,False
11,Validation,randomness_0.8448,0.00557302962988615,0.005416251718997955,0.00015677791088819504,True
11,Validation,randomness_0.8519,3.413110971450806e-05,0.00016121380031108856,-0.0001270826905965805,False
11,Validation,randomness_0.8569,0.007184285204857588,0.006904167588800192,0.00028011761605739594,True
11,Validation,randomness_0.8779,0.001406939933076501,0.0012170320842415094,0.00018990784883499146,True
11,Validation,randomness_0.8789,0.0023238672874867916,0.0023907250724732876,-6.685778498649597e-05,False
